words,value
небанальный,0.666666666666667
небезопасный,-1
небезразличный,0.888888888888889
небезынтересный,0.666666666666667
небесный,0
небесполезный,0.666666666666667
небитый,1
неблагодарный,-1.33333333333333
неблагонадежный,-1
неблагополучие,-1.22222222222222
неблагоприятный,-1
неблизкий,-0.333333333333333
небогатый,0
небольшой,0
небытие,-0.333333333333333
небьющийся,0.4
неважный,-0.777777777777778
неведомый,0.333333333333333
невежественный,-1
невежество,-1.33333333333333
невеликий,-1
неверный,-1
невероятный,0
невзгода,-1
невзначай,0
невзрачный,-1
невиданный,0
невинно,-0.333333333333333
невинномысск,0
невинный,-0.333333333333333
невиновность,0.333333333333333
невиновный,0
невкусный,-1
невменяемый,-1.44444444444444
невнимательный,-1
невнятно,-0.666666666666667
невнятный,-1
невозможность,-0.666666666666667
невозможный,-1
невозмутимый,0.333333333333333
невольно,-0.666666666666667
невообразимый,-0.333333333333333
невооруженный,0.333333333333333
невостребованный,-0.777777777777778
невразумительный,-1.33333333333333
невредимый,0.666666666666667
невротический,-0.333333333333333
невский,0
невыгодно,-1.33333333333333
невыгодный,-1
невыезд,-0.222222222222222
невыносимый,-2
невыплаченный,-0.833333333333333
невыполнение,-1
невыполненный,-0.666666666666667
невыразимый,0.444444444444444
невыразительный,-1
невысокий,-1
невыясненный,-0.666666666666667
негативно,-2
негативный,-1
неглубокий,-0.555555555555556
негодный,-1
негодование,-1.33333333333333
негодовать,-1
негодяй,-1.33333333333333
негосударственный,0
неготовый,-0.2
неграмотный,-0.666666666666667
негромкий,0
негуманный,-0.8
недавний,0
недалекий,-0.4
недальновидный,-1
недаром,0
недвижимость,0
недвусмысленный,-0.6
недееспособный,-1.33333333333333
недемократичный,-0.333333333333333
недетский,-0.75
недешевый,-1
недисциплинированный,-0.666666666666667
недобросовестный,-1.33333333333333
недоверие,-1
недоверчивый,-0.888888888888889
недовольный,-1
недовольство,-1.66666666666667
недозволенный,-1
недолгий,-0.333333333333333
недолговечный,-1
недолюбливать,-1.66666666666667
недоношенный,-1
недопонимание,-1
недопустимость,-0.333333333333333
недопустимый,-1
недоработка,-1
недоразвитый,-1
недоразумение,-0.666666666666667
недосказанность,-0.333333333333333
недоставать,-0.777777777777778
недостаток,-1
недостаточность,-1.33333333333333
недостаточный,-0.666666666666667
недостоверный,-1.33333333333333
недосягаемый,0.666666666666667
недоумевать,-0.25
недоумение,-0.5
недочет,-1
недра,0
недружелюбный,-1.66666666666667
недружественный,-1
неестественный,-0.555555555555556
нежелание,-0.666666666666667
нежеланный,-1
